Frame,L5S1 Lateral Bending,L5S1 Axial Bending,L5S1 Flexion/Extension,L4L3 Lateral Bending,L4L3 Axial Rotation,L4L3 Flexion/Extension,L1T12 Lateral Bending,L1T12 Axial Rotation,L1T12 Flexion/Extension,T9T8 Lateral Bending,T9T8 Axial Rotation,T9T8 Flexion/Extension,T1C7 Lateral Bending,T1C7 Axial Rotation,T1C7 Flexion/Extension,C1 Head Lateral Bending,C1 Head Axial Rotation,C1 Head Flexion/Extension,Right T4 Shoulder Abduction/Adduction,Right T4 Shoulder Internal/External Rotation,Right T4 Shoulder Flexion/Extension,Right Shoulder Abduction/Adduction,Right Shoulder Internal/External Rotation,Right Shoulder Flexion/Extension,Right Elbow Ulnar Deviation/Radial Deviation,Right Elbow Pronation/Supination,Right Elbow Flexion/Extension,Right Wrist Ulnar Deviation/Radial Deviation,Right Wrist Pronation/Supination,Right Wrist Flexion/Extension,Left T4 Shoulder Abduction/Adduction,Left T4 Shoulder Internal/External Rotation,Left T4 Shoulder Flexion/Extension,Left Shoulder Abduction/Adduction,Left Shoulder Internal/External Rotation,Left Shoulder Flexion/Extension,Left Elbow Ulnar Deviation/Radial Deviation,Left Elbow Pronation/Supination,Left Elbow Flexion/Extension,Left Wrist Ulnar Deviation/Radial Deviation,Left Wrist Pronation/Supination,Left Wrist Flexion/Extension,Right Hip Abduction/Adduction,Right Hip Internal/External Rotation,Right Hip Flexion/Extension,Right Knee Abduction/Adduction,Right Knee Internal/External Rotation,Right Knee Flexion/Extension,Right Ankle Abduction/Adduction,Right Ankle Internal/External Rotation,Right Ankle Dorsiflexion/Plantarflexion,Right Ball Foot Abduction/Adduction,Right Ball Foot Internal/External Rotation,Right Ball Foot Flexion/Extension,Left Hip Abduction/Adduction,Left Hip Internal/External Rotation,Left Hip Flexion/Extension,Left Knee Abduction/Adduction,Left Knee Internal/External Rotation,Left Knee Flexion/Extension,Left Ankle Abduction/Adduction,Left Ankle Internal/External Rotation,Left Ankle Dorsiflexion/Plantarflexion,Left Ball Foot Abduction/Adduction,Left Ball Foot Internal/External Rotation,Left Ball Foot Flexion/Extension
20,3.671189487,-0.715885972,-15.86363289,1.62742465,-0.359230774,-12.86976314,1.627389433,-0.359397479,-7.049344323,1.244023008,-0.125022802,0.552304746,-5.517311703,-4.022867406,36.36202034,-10.3563797,-6.95765132,31.89574149,1.614346681,4.76047918,-33.39603006,23.26833554,4.060942291,21.66007967,-28.95048868,88.693241,43.02616407,16.29139029,10.4906012,-6.421952784,-17.09025087,1.933143033,-30.55872712,23.81777139,-3.792003954,6.226596747,-15.97230828,103.8078375,29.75364541,-0.319154123,5.282326416,-5.190156415,-0.973293766,5.881446144,21.58101779,-3.198287654,-4.87751387,29.15736767,-8.259093027,0.551206277,13.47918964,7.038627553,-0.502337251,-5.757590324,-2.860683065,0.142788354,38.72351465,1.292990865,3.406034017,17.740629,4.108746567,10.9610461,7.704455356,0,0,0
21,3.673144619,-0.616594952,-15.81356299,1.629285619,-0.315440281,-12.84830267,1.629253072,-0.315608384,-7.027873286,1.241564469,-0.092294546,0.56830625,-5.51996301,-3.953201577,36.35000563,-10.35701702,-6.828540625,31.8663703,1.664888664,4.65591066,-33.36690701,22.95100942,4.205589595,21.83981939,-28.73684239,88.70998661,43.04588369,16.26639061,10.41558761,-6.45884047,-17.09753799,2.017398616,-30.58561036,24.23590576,-4.028433314,6.215694475,-16.03362642,103.786715,29.78374001,-0.30819797,5.304155613,-5.160149488,-1.449530987,6.911338003,22.22583015,-3.64654671,-5.646089137,29.15798706,-8.079049091,0.726021269,14.41452597,6.553622606,-0.725278282,-2.551557274,-2.771729902,0.110460235,38.11169838,1.267962289,3.475951896,17.35562675,4.526602696,10.67244567,8.000217626,0,0,0
22,3.677009511,-0.484209051,-15.76624062,1.63239028,-0.256921635,-12.82830693,1.632358817,-0.257092598,-7.007859984,1.238742753,-0.048482507,0.583179882,-5.522350836,-3.90616556,36.37911011,-10.35603403,-6.743844985,31.91593337,1.708984704,4.579209082,-33.35701463,22.65142628,4.326368522,22.04150396,-28.55677794,88.76859715,43.01711695,16.32938381,10.36713468,-6.523293153,-17.12067467,2.08297806,-30.60732245,24.61624332,-4.264835892,6.235940389,-15.96161537,103.7735737,29.77068735,-0.273964382,5.266183311,-5.18088931,-2.018651235,7.924742035,22.85668234,-3.874257888,-6.41601018,28.29922149,-8.0541423,1.148953087,14.78518875,4.601476752,-0.540902958,-1.028985507,-2.606928448,-0.053128661,37.50700878,1.234758892,3.511377594,16.89507499,4.863299131,10.44254821,8.250867928,0,0,0
23,3.680136512,-0.335341609,-15.72312275,1.635394085,-0.191022747,-12.81035057,1.635368285,-0.191193944,-6.989905221,1.23520861,0.000828889,0.596476081,-5.527096,-3.874436509,36.43444088,-10.35883452,-6.689120941,32.0161442,1.746084984,4.510296701,-33.36376752,22.36817439,4.433955695,22.26080969,-28.41396491,88.84369835,42.97400086,16.43377623,10.33927467,-6.603011492,-17.15629465,2.156237115,-30.6350193,24.98718193,-4.507239493,6.280374801,-15.80034672,103.758725,29.73328994,-0.222336346,5.188014802,-5.23572276,-2.661396367,8.905825539,23.49717283,-3.93110522,-7.203273207,26.82048727,-8.125423609,1.780950906,14.84454401,1.941007028,-0.206421227,-0.36811258,-2.394267614,-0.254860262,36.9267664,1.185894698,3.490655023,16.3906065,5.13832611,10.2365933,8.459519564,0,0,0
24,3.679159474,-0.205646622,-15.68749526,1.636400819,-0.133549375,-12.79560228,1.636387035,-0.133718217,-6.975172985,1.230936592,0.04370061,0.607362938,-5.53819551,-3.856247717,36.49719267,-10.37374757,-6.659346659,32.13211795,1.797337063,4.42278427,-33.39126665,22.1163799,4.527780547,22.46286791,-28.32327339,88.89125463,42.97584761,16.50328001,10.31723781,-6.685882979,-17.19952409,2.256908433,-30.68391201,25.35163692,-4.735700597,6.350175178,-15.62000656,103.7273771,29.68294169,-0.216274434,5.110364076,-5.287140349,-3.282745629,9.574661657,24.25906231,-3.814169398,-7.529974005,25.32584886,-8.064671129,2.446162957,14.63814415,0,0,0,-2.192145046,-0.394709903,36.36394961,1.10633492,3.361454158,15.87817058,5.392754576,10.08608439,8.65090855,0,0,0
25,3.672339346,-0.104963758,-15.66151438,1.634493081,-0.088852411,-12.7848743,1.634486321,-0.089020067,-6.964445787,1.225608525,0.0768068,0.61527973,-5.560143864,-3.856240149,36.56542678,-10.40927256,-6.662569966,32.2609335,1.887909501,4.294111607,-33.45288463,21.88000833,4.615485328,22.65659601,-28.29699573,88.89883359,43.05036843,16.46588892,10.30643958,-6.770309751,-17.25722413,2.409935336,-30.77141636,25.71916039,-4.961472495,6.44358852,-15.43315267,103.6608375,29.62453925,-0.290340566,5.032178065,-5.324201099,-3.812220447,9.749299061,25.17633905,-3.57029993,-7.134515127,23.85331842,-7.745260689,3.133069923,14.07856068,-0.492884849,0.032789355,0.178429187,-2.015524861,-0.439803933,35.81118378,0.980842842,3.077494111,15.34902336,5.637898508,10.01993603,8.827006964,0,0,0
26,3.661873479,-0.023597202,-15.64277521,1.630745315,-0.05266084,-12.77718741,1.630739249,-0.052829092,-6.956752305,1.219647566,0.103420507,0.620942586,-5.58840805,-3.869919057,36.6410785,-10.45665655,-6.691276068,32.40530948,1.992761621,4.146691926,-33.53507685,21.67507284,4.690014326,22.83341953,-28.32320026,88.87874978,43.16924961,16.39391578,10.30273936,-6.857767698,-17.32235145,2.590473135,-30.88023713,26.08121074,-5.172808349,6.56173964,-15.2276559,103.5778394,29.55241075,-0.40993156,4.955022328,-5.357147824,-4.311611785,9.608255802,26.22387488,-3.242343034,-6.254832253,22.36379544,-7.297774366,3.862853844,13.25290565,-0.247799388,0.013035113,0.086039016,-1.845627684,-0.421007006,35.27530966,0.825156729,2.684340196,14.80972004,5.861597728,10.00899274,8.986990304,0,0,0
27,3.650662597,0.032114426,-15.62747179,1.626384835,-0.027851527,-12.77084556,1.626381954,-0.028019335,-6.950416254,1.214230793,0.12150598,0.625611224,-5.613141392,-3.881898793,36.711164,-10.49782956,-6.716854992,32.5388768,2.057635937,4.021785531,-33.60175602,21.56580562,4.730060981,22.93376068,-28.38061743,88.82428175,43.30724015,16.42709481,10.27651904,-6.940472201,-17.36940447,2.743303532,-30.97349259,26.41366076,-5.314589461,6.711362312,-15.03653569,103.520132,29.46265139,-0.533611865,4.92389688,-5.380626967,-4.885592687,9.407933992,27.42941313,-2.830856157,-5.170777725,21.34403522,-6.857009624,4.517108066,12.47239437,0,0,0,-1.686181201,-0.331745726,34.77140566,0.669500976,2.26750455,14.31969573,6.06999149,9.997948229,9.150856701,0,0,0
28,3.639392569,0.054727823,-15.6149504,1.621623782,-0.017751202,-12.76548449,1.621624578,-0.017917754,-6.945063526,1.209804535,0.128601613,0.629582469,-5.633871895,-3.885427602,36.76849308,-10.53197599,-6.726211861,32.64755059,2.048484927,3.940708144,-33.63219744,21.59955126,4.730245921,22.91893859,-28.47462442,88.71854187,43.47462755,16.68009315,10.20592271,-7.017680502,-17.38541388,2.844423747,-31.03244019,26.71538055,-5.348169473,6.914471937,-14.86561751,103.5110151,29.32886882,-0.653656685,4.973970365,-5.387135677,-5.610983652,9.150388066,28.83414321,-2.244947407,-3.873167085,21.03145799,-6.383887622,5.016231918,11.91785281,0,0,0,-1.531223067,-0.141745693,34.32166648,0.520153921,1.852981854,13.91673669,6.263777651,9.954969151,9.324735578,0,0,0
29,3.627702544,0.051676481,-15.60556936,1.616373063,-0.019049001,-12.76129079,1.616372077,-0.01921552,-6.940865071,1.206004421,0.127163373,0.632726505,-5.650931825,-3.887270139,36.82031753,-10.55967633,-6.732225592,32.74555619,1.999350632,3.882537016,-33.64756104,21.73025079,4.696513725,22.82967287,-28.60009214,88.57842572,43.6606634,17.03768089,10.10982781,-7.089761036,-17.38365818,2.917572374,-31.07568433,26.98794104,-5.310407843,7.151378892,-14.70938597,103.5272204,29.17773809,-0.777401658,5.069982187,-5.384513575,-6.403666115,8.819949968,30.40165909,-1.560307301,-2.376355197,21.18134662,-5.907181047,5.439063282,11.40352065,0,0,0,-1.382107132,0.120583615,33.90406102,0.369268665,1.414329516,13.56332134,6.442282973,9.911622339,9.502400955,0,0,0
30,3.616822278,0.038988656,-15.59706755,1.611372475,-0.024638144,-12.75741437,1.611369925,-0.024804403,-6.936985018,1.202766679,0.122551137,0.635643691,-5.65566407,-3.892205243,36.87545843,-10.56497622,-6.744842607,32.8492775,1.958191979,3.82532622,-33.67449666,21.88197643,4.625006746,22.72555388,-28.71990268,88.4485878,43.8083645,17.2946247,10.02027106,-7.150425976,-17.37826992,2.978988805,-31.12224013,27.21073126,-5.259744955,7.367029338,-14.58298646,103.5409527,29.08561355,-0.886095689,5.151025242,-5.390823338,-7.140790638,8.649638552,32.03735591,-0.975151152,-1.009005077,21.5643146,-5.659541436,5.895817321,10.69995726,0,0,0,-1.254749041,0.373734014,33.46765719,0.225227032,0.958757962,13.2070511,6.609705646,9.907849483,9.685175008,0,0,0
31,3.608003662,0.018399515,-15.58820023,1.607200908,-0.033770686,-12.75332683,1.607198224,-0.033936762,-6.932900699,1.200458713,0.115371171,0.638721788,-5.642087946,-3.902115563,36.94268008,-10.53649704,-6.768352361,32.97473707,1.949628309,3.759000884,-33.73165332,22.02740776,4.515202564,22.6363802,-28.82441092,88.35047538,43.89127445,17.3645432,9.953934572,-7.204641186,-17.37607988,3.03110209,-31.18481073,27.36668148,-5.211765528,7.53934153,-14.48319519,103.5454004,29.09368013,-0.988891885,5.193494676,-5.419404797,-7.798911809,8.816659718,33.77287759,-0.571089519,0.116569353,22.27212777,-5.752525886,6.404223314,9.707000307,0,0,0,-1.154562417,0.600352085,32.99284178,0.086020695,0.46637736,12.83193124,6.765516192,9.963060299,9.876969291,0,0,0
32,3.600041146,-0.011815451,-15.580135,1.603296301,-0.047192239,-12.74951505,1.603291819,-0.047358321,-6.929088675,1.19872273,0.105019486,0.641610133,-5.616219182,-3.915057358,37.01345325,-10.48548891,-6.798265988,33.10616425,1.949309443,3.693522683,-33.80007491,22.19321838,4.367185929,22.53174413,-28.92328637,88.26380377,43.93528338,17.33394382,9.896850792,-7.247539131,-17.37053814,3.071477002,-31.25060263,27.47226111,-5.151421634,7.691162394,-14.41198592,103.5480237,29.1611311,-1.076962569,5.220920833,-5.456834207,-8.41948823,9.146832402,35.57215104,-0.252641485,1.102616118,23.21813803,-6.083009381,6.94435992,8.538698587,0,0,0,-1.076416247,0.818842092,32.49961933,-0.046834698,-0.042885284,12.45407738,6.909763268,10.05791217,10.07435411,0,0,0
33,3.590380148,-0.040821773,-15.57435574,1.598649861,-0.060036206,-12.74672552,1.59864366,-0.060201151,-6.926296126,1.196383192,0.095037419,0.643732161,-5.58725494,-3.930045807,37.07064034,-10.4297782,-6.831257264,33.21221788,1.931621889,3.636971744,-33.84985443,22.38405831,4.178406106,22.38025111,-29.00834194,88.17073728,43.96195465,17.25694765,9.836761011,-7.258081861,-17.35548913,3.109090101,-31.30040782,27.55699746,-5.091782662,7.834303236,-14.39203345,103.5422811,29.2418064,-1.104585631,5.243046615,-5.481476906,-8.972535007,9.358766478,37.23723194,0.05156312,1.945529998,23.91085771,-6.560286991,7.566005801,7.291310079,0,0,0,-1.022214621,1.0012621,31.99662526,-0.159259648,-0.501964918,12.06994612,7.047506295,10.1742755,10.26775544,0,0,0
34,3.57707762,-0.06746753,-15.57507514,1.592415233,-0.071735902,-12.7468487,1.592408339,-0.071899208,-6.926418662,1.192761165,0.085777197,0.643659606,-5.554064092,-3.949704251,37.1060474,-10.36816179,-6.871495128,33.27789105,1.877165391,3.592942739,-33.86906908,22.61653881,3.93327798,22.15713871,-29.08354195,88.05357991,43.98463741,17.11960668,9.771933936,-7.212380815,-17.32491995,3.150417504,-31.32765219,27.63724316,-5.040052578,7.974538187,-14.44934716,103.5211831,29.32211617,-1.029361442,5.266386819,-5.479906479,-9.436864016,9.330542664,38.72397067,0.382048118,2.597167885,24.22486334,-7.198903334,8.362071461,6.004012659,0,0,0,-0.994506579,1.115882408,31.48319844,-0.234949865,-0.884176074,11.65750609,7.17503467,10.33355416,10.45083475,0,0,0
35,3.562095026,-0.092925916,-15.57809613,1.585447923,-0.082871989,-12.74800921,1.585439893,-0.083034815,-6.927580251,1.188543264,0.076873713,0.642803311,-5.517457719,-3.971431684,37.12782788,-10.30142151,-6.914602727,33.31808367,1.805107068,3.557860817,-33.86977379,22.87342152,3.646240344,21.88599281,-29.14512765,87.93030269,43.9896913,16.93528525,9.705636767,-7.134466321,-17.28460764,3.188991961,-31.338965,27.6962361,-4.989021336,8.106465956,-14.55792929,103.4910353,29.41659897,-0.893475953,5.284706658,-5.466327084,-9.816876209,9.197477514,40.07950899,0.708728904,3.108522604,24.28647227,-7.970638892,9.244294241,4.630941462,0,0,0,-0.99102815,1.195913684,30.9604234,-0.291074188,-1.216143641,11.24015813,7.295877597,10.51419572,10.63014356,0,0,0
36,3.548693519,-0.109838575,-15.57234275,1.579275854,-0.090290318,-12.74533511,1.579266532,-0.090453263,-6.924905663,1.184592454,0.070798893,0.644816406,-5.489462959,-3.986431473,37.14323623,-10.25035281,-6.944494116,33.34625999,1.747517037,3.529098807,-33.85807132,23.10899126,3.360545535,21.60837599,-29.17312334,87.8359758,43.95879452,16.79919453,9.631462129,-7.074488222,-17.24591929,3.214382529,-31.33494416,27.71383413,-4.93010983,8.225008405,-14.66294421,103.4651621,29.52109904,-0.777942454,5.288363919,-5.460636778,-10.1117425,9.068985769,41.24402535,0.995118027,3.626123398,23.9811191,-8.721960387,9.983506732,3.140830548,0,0,0,-1.00604854,1.310818485,30.43945253,-0.363442084,-1.510846353,10.88251648,7.426523293,10.63361383,10.81501919,0,0,0
37,3.53999916,-0.112993386,-15.55123442,1.575345614,-0.091755771,-12.73594068,1.575335385,-0.091919141,-6.915510258,1.181791781,0.069337841,0.651858722,-5.476281431,-3.990019031,37.15197765,-10.225978,-6.952315666,33.36192604,1.716748717,3.51074408,-33.83019834,23.31066535,3.083043859,21.32692754,-29.15778307,87.78791026,43.87186431,16.787819,9.527283842,-7.062583089,-17.21246514,3.217764366,-31.30891881,27.66660019,-4.86011165,8.324017897,-14.73407936,103.4507991,29.64089709,-0.714046794,5.263500238,-5.47740926,-10.31482048,8.988684663,42.18905924,1.210693471,4.188174639,23.21656421,-9.391515209,10.51602985,1.440011188,0,0,0,-1.030906519,1.464551429,29.92627795,-0.467124007,-1.738609349,10.6173835,7.582166464,10.6445755,11.00895252,0,0,0
38,3.532833247,-0.107591094,-15.52137103,1.572189127,-0.089494522,-12.72272359,1.572178927,-0.089657863,-6.902293967,1.179242919,0.070712052,0.661756955,-5.471687819,-3.986927745,37.15426232,-10.21729001,-6.947010511,33.3655555,1.700441727,3.498656246,-33.78976403,23.49090648,2.807516521,21.03915048,-29.10824323,87.76825159,43.7499173,16.82477431,9.413514207,-7.067906689,-17.18063691,3.208012914,-31.26749923,27.57765026,-4.782591639,8.409601493,-14.8018873,103.4409934,29.77031596,-0.670447974,5.223841172,-5.502041782,-10.43472136,8.921721613,42.94113329,1.378933582,4.754851019,22.08488167,-10.04668435,10.906194,-0.374602932,0,0,0,-1.073449064,1.654126396,29.41485362,-0.58716957,-1.92898358,10.41175412,7.748244501,10.59425569,11.20773883,0,0,0
39,3.521013579,-0.101893617,-15.49146018,1.566966021,-0.08704368,-12.70949052,1.566957034,-0.087205354,-6.889061038,1.175139196,0.072049071,0.671663255,-5.469130698,-3.982479994,37.15809754,-10.21212282,-6.939227535,33.37209211,1.693649584,3.477887348,-33.75388079,23.64230711,2.558786596,20.77989111,-29.03270575,87.75884201,43.63670033,16.7767905,9.347959813,-7.049329959,-17.15103376,3.201229068,-31.23116881,27.49672225,-4.699065085,8.495059695,-14.90283938,103.4278642,29.88857983,-0.634261454,5.200728571,-5.51035943,-10.4976694,8.858437794,43.5220538,1.539180128,5.356416158,20.74754185,-10.7350709,11.10949905,-2.039162014,0,0,0,-1.151098548,1.93884985,28.89803497,-0.714217669,-2.18389888,10.23067809,7.896753719,10.54172039,11.40912571,0,0,0
40,3.501312503,-0.097075221,-15.46282972,1.558224246,-0.084880564,-12.69682633,1.55821628,-0.085040798,-6.876397143,1.168438731,0.072865174,0.681136159,-5.468894282,-3.975993306,37.16800186,-10.21063942,-6.928008865,33.3898979,1.698745508,3.441284598,-33.73264292,23.74876328,2.352258137,20.5712065,-28.91493515,87.75901129,43.53878553,16.55311359,9.368277365,-6.981674273,-17.12458478,3.202915324,-31.21052942,27.44277321,-4.614519564,8.587960635,-15.05717674,103.4015159,29.98952084,-0.597329013,5.206286066,-5.490041212,-10.51614596,8.817802825,43.91446154,1.730551469,6.055008322,19.18081081,-11.51057834,11.03830816,-3.493359903,0,0,0,-1.264292518,2.378521779,28.38046599,-0.86082221,-2.569082969,10.07829863,8.018497936,10.49472284,11.61121194,0,0,0
41,3.477013887,-0.09199202,-15.43411816,1.547436994,-0.082544996,-12.68413242,1.547428934,-0.082704764,-6.863704173,1.160197782,0.073629617,0.690625895,-5.470679479,-3.968157944,37.17945759,-10.21265067,-6.914307116,33.41059728,1.71341135,3.396007962,-33.71595727,23.82693637,2.173473354,20.39183754,-28.77105333,87.76858008,43.45018166,16.24531259,9.437973392,-6.891719738,-17.10041133,3.207557378,-31.1949144,27.3967011,-4.523950714,8.680739815,-15.24467997,103.3712678,30.07948306,-0.567923013,5.228177395,-5.453086713,-10.47778153,8.783363012,44.13527852,1.907172268,6.791098204,17.40802088,-12.3150465,10.76887434,-4.788504437,0,0,0,-1.409119319,2.915182707,27.8570781,-1.01592372,-3.01863474,9.949070746,8.122626458,10.44548205,11.81596014,0,0,0
42,3.45173483,-0.091422179,-15.40999048,1.536163251,-0.082168266,-12.67343759,1.536154768,-0.08232676,-6.853008022,1.151765034,0.072898591,0.698623984,-5.467059435,-3.966340878,37.18691504,-10.2054505,-6.911619553,33.42402349,1.725714702,3.348594014,-33.69064712,23.91869409,2.002206017,20.21155881,-28.65813192,87.77069859,43.39517432,15.99377954,9.504069691,-6.815832509,-17.0764384,3.214717949,-31.17288021,27.35115145,-4.41374775,8.764128191,-15.44109144,103.3579061,30.15650946,-0.557814469,5.260959553,-5.411704658,-10.37049964,8.691194366,44.25807607,1.99134796,7.409783265,15.66313524,-13.02049317,10.49639791,-5.832937772,0,0,0,-1.596179743,3.432230801,27.3058892,-1.133953562,-3.437484641,9.794621422,8.208454414,10.42979308,12.0272932,0,0,0
43,3.42827828,-0.096140385,-15.39447199,1.525645259,-0.084102926,-12.66653013,1.525636,-0.084260982,-6.846101409,1.144096744,0.070520356,0.703786539,-5.455700576,-3.976244775,37.18879103,-10.18524068,-6.930476442,33.42766421,1.732684613,3.299286623,-33.65029404,24.04245466,1.830546966,20.01553689,-28.60062207,87.75863527,43.38443037,15.86154671,9.546913129,-6.768995789,-17.05507734,3.228583597,-31.13894084,27.30381402,-4.270883334,8.835568709,-15.63911005,103.3711321,30.21614433,-0.576519411,5.305500346,-5.369460994,-10.16711755,8.514325218,44.29780953,1.933816398,7.824667874,13.95840172,-13.65447791,10.31233371,-6.643133559,0,0,0,-1.835195131,3.892441217,26.72069127,-1.18933899,-3.787423682,9.584956597,8.270421853,10.45210161,12.23136523,0,0,0
44,3.403847564,-0.10534879,-15.38349439,1.514643644,-0.087990726,-12.66161072,1.51463364,-0.088148769,-6.84118461,1.136238714,0.066649291,0.70745978,-5.438965163,-3.992163151,37.18658203,-10.15588831,-6.960382292,33.42395083,1.737515793,3.247894273,-33.60127035,24.17969437,1.666030716,19.8182507,-28.57415215,87.73963608,43.40690568,15.78551787,9.585076281,-6.735430247,-17.03408044,3.244935254,-31.09849975,27.25680116,-4.108384131,8.897708955,-15.84620015,103.4012935,30.26264154,-0.614545007,5.36075229,-5.32273383,-9.895171882,8.27890449,44.23901709,1.797483961,8.112171207,12.28470711,-14.17473771,10.11644041,-7.209327454,0,0,0,-2.114993531,4.335872927,26.10655928,-1.206787074,-4.107123729,9.351890469,8.313961593,10.50789825,12.44208118,0,0,0
45,3.373676579,-0.121468653,-15.36957555,1.5010005,-0.094900298,-12.65532925,1.500990703,-0.095055162,-6.834899579,1.126677615,0.060296942,0.712165244,-5.416492059,-4.004346801,37.17933735,-10.1162214,-6.983327099,33.41008339,1.737536133,3.200300592,-33.54953273,24.31677402,1.511351419,19.63324385,-28.5626243,87.71819559,43.45402925,15.71670556,9.622613865,-6.70445099,-17.0043562,3.250751554,-31.05643,27.20947332,-3.951731528,8.949071463,-16.06030869,103.4402485,30.30697785,-0.655039503,5.418492416,-5.27306066,-9.624324931,8.000639332,44.11011612,1.680738084,8.364220319,10.84465639,-14.34678921,9.826268409,-7.408827122,0,0,0,-2.415812028,4.761972295,25.45856869,-1.215801755,-4.417099777,9.14075495,8.354661593,10.61955864,12.7050888,0,0,0
46,3.331536991,-0.148920495,-15.3509026,1.481881725,-0.106742899,-12.64686105,1.481869934,-0.106894773,-6.826424629,1.113464595,0.049784831,0.718516101,-5.385888984,-4.009114337,37.16551884,-10.0617689,-6.992643568,33.38260273,1.733681135,3.159781235,-33.50108196,24.45201738,1.365905107,19.4636483,-28.57197186,87.69380155,43.53562453,15.64405176,9.657972424,-6.667056749,-16.96004939,3.236855926,-31.01958051,27.16273443,-3.804513819,8.994721462,-16.28549215,103.4884707,30.35323735,-0.69749392,5.480560604,-5.215165926,-9.364603979,7.635865459,43.91956041,1.622110223,8.672400696,9.682105257,-14.09459319,9.459981071,-7.175812688,0,0,0,-2.742117741,5.158430854,24.75705415,-1.212499207,-4.725714314,8.940077401,8.396620402,10.82887469,13.03871474,0,0,0
47,3.28369801,-0.183277004,-15.32918325,1.460134942,-0.121613146,-12.63701335,1.460120281,-0.121764338,-6.816577704,1.098556679,0.036781371,0.725892917,-5.349634587,-4.010169021,37.14654869,-9.997165917,-6.995174385,33.34473672,1.725116012,3.123063715,-33.4498418,24.58726014,1.230481496,19.30636444,-28.59612998,87.66705757,43.64190952,15.57855575,9.692439557,-6.632116173,-16.90696212,3.212502545,-30.98100796,27.1157695,-3.663070213,9.02969692,-16.51780997,103.54538,30.39714001,-0.742364254,5.545167078,-5.15437094,-9.107742038,7.225960416,43.65997448,1.587748047,8.951706962,8.753132646,-13.48582798,9.026256854,-6.589379681,0,0,0,-3.087846279,5.540303594,24.02079284,-1.201986557,-5.0248118,8.761542363,8.434438095,11.09385003,13.42497778,0,0,0
48,3.244213622,-0.213756547,-15.30229367,1.442152323,-0.134887323,-12.62490204,1.442138402,-0.135036113,-6.804472205,1.086318406,0.025294242,0.734963606,-5.314653956,-4.008826109,37.12597446,-9.934846141,-6.993128935,33.3037629,1.706569491,3.086207849,-33.3835723,24.7143017,1.11009783,19.16589687,-28.60109782,87.64423579,43.73479929,15.50427283,9.734464216,-6.615845447,-16.85358568,3.192285469,-30.92487137,27.06562607,-3.541948941,9.03738151,-16.74317588,103.6012638,30.43709595,-0.774184836,5.598840565,-5.108182658,-8.895209948,6.914797217,43.33662974,1.573567743,9.033846499,8.126952383,-12.50074602,8.439239271,-5.748068316,0,0,0,-3.418320685,5.945989602,23.30342693,-1.227969629,-5.309941594,8.684656939,8.46972888,11.31134832,13.85486706,0,0,0
49,3.214118476,-0.238307291,-15.27796566,1.428417349,-0.145621926,-12.61394945,1.428398561,-0.145772545,-6.793516022,1.077014714,0.016067084,0.743180621,-5.281897529,-4.006693943,37.10082816,-9.876817761,-6.989131877,33.25431539,1.679869633,3.043285555,-33.29517213,24.8432419,1.002471369,19.03166175,-28.59083083,87.61731422,43.82900643,15.40064635,9.792098105,-6.626567201,-16.80220557,3.189944602,-30.84920977,27.01217647,-3.454701056,9.001718302,-16.9718699,103.6510055,30.49033167,-0.786291063,5.638172533,-5.082969539,-8.710845085,6.734832359,42.94186905,1.554067878,8.852883931,7.810806665,-10.94717161,7.589930223,-4.591184932,0,0,0,-3.740718702,6.373912074,22.63930895,-1.319614847,-5.553274479,8.745872014,8.548236542,11.44610694,14.36059905,0,0,0
50,3.192473534,-0.259069981,-15.24857987,1.418482998,-0.154806403,-12.60076728,1.418458712,-0.154959753,-6.780329392,1.070406087,0.008320754,0.753074565,-5.250505122,-4.002142387,37.07404235,-9.821228736,-6.980636712,33.20168059,1.643764241,3.000306656,-33.19143685,24.9641426,0.910125426,18.91436305,-28.56139293,87.59472476,43.90962713,15.28802044,9.857351051,-6.65573333,-16.75111218,3.191583898,-30.75576667,26.95617627,-3.387395403,8.938715922,-17.19367448,103.6996585,30.53945868,-0.785251926,5.666720023,-5.072413399,-8.57127646,6.651705669,42.48334425,1.560413612,8.472364935,7.794186996,-9.011263695,6.62553273,-3.202073837,0,0,0,-4.048044339,6.824439845,21.99429916,-1.448360136,-5.781560969,8.908489026,8.623715648,11.53373186,14.90994982,0,0,0
51,3.190662185,-0.271792008,-15.18920616,1.417454919,-0.160839782,-12.57431354,1.41743832,-0.160986023,-6.753883637,1.070176005,0.003684788,0.772914143,-5.224489229,-3.991617386,37.05815715,-9.774338864,-6.961828194,33.16928476,1.588237865,2.971178965,-33.08087106,25.03908055,0.84562105,18.85105005,-28.46732069,87.60738935,43.89398806,15.21191554,9.91489855,-6.69443451,-16.70288662,3.170256417,-30.63444804,26.89585918,-3.313527258,8.87975871,-17.36345317,103.7537083,30.5309935,-0.775448994,5.681517379,-5.075043235,-8.56528278,6.711613646,41.98871074,1.673150608,7.915033926,8.119761288,-7.25427624,5.801631803,-1.871840938,0,0,0,-4.284778525,7.336041422,21.32102406,-1.57275228,-6.072325773,9.141996676,8.561479545,11.57693847,15.39587867,0,0,0
